Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Global_Sales_Log
XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,8.4,0.2151113796169455
PS4,2013,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,2.7,0.2151113796169455
X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,4.7,0.2151113796169455
GBA,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24,7.4,0.2151113796169455
PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24,5.5,0.2151113796169455
PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,7.8,0.2151113796169455
WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,6.8,0.2151113796169455
Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,5.4,0.2151113796169455
X360,2011,Action,Activision,0.18,0.04,0.0,0.02,0.24,5.0,0.2151113796169455
PS,1998,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24,7.1,0.2151113796169455
X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24,7.8,0.2151113796169455
2600,1988,Action,Activision,0.22,0.01,0.0,0.0,0.24,7.4,0.2151113796169455
2600,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,7.4,0.2151113796169455
X360,2011,Misc,THQ,0.16,0.05,0.0,0.02,0.24,7.1,0.2151113796169455
X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,4.3,0.2151113796169455
X360,2006,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24,7.4,0.2151113796169455
Wii,2007,Sports,Capcom,0.19,0.0,0.03,0.02,0.24,7.4,0.2151113796169455
PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,7.3,0.2151113796169455
PS3,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24,7.1,0.2151113796169455
PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,7.5,0.2151113796169455
PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,7.4,0.2151113796169455
DS,2009,Simulation,Ubisoft,0.15,0.06,0.0,0.02,0.24,7.5,0.2151113796169455
Wii,2010,Platform,THQ,0.21,0.01,0.0,0.02,0.24,7.7,0.2151113796169455
X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,6.2,0.2151113796169455
PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,5.4,0.2151113796169455
PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,8.2,0.2151113796169455
Wii,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,8.1,0.2151113796169455
X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,6.4,0.2151113796169455
PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,8.4,0.20701416938432615
PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,6.8,0.20701416938432615
PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.23,8.2,0.20701416938432615
DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,7.5,0.20701416938432615
PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,7.0,0.20701416938432615
PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,7.7,0.20701416938432615
DS,2009,Puzzle,THQ,0.22,0.0,0.0,0.02,0.23,7.5,0.20701416938432615
3DS,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,7.5,0.20701416938432615
Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,8.1,0.20701416938432615
DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,6.5,0.20701416938432615
PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,7.6,0.20701416938432615
PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.23,7.1,0.20701416938432615
GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,7.8,0.20701416938432615
PS2,2007,Racing,Unknown,0.11,0.09,0.0,0.03,0.23,7.4,0.20701416938432615
PS4,2014,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,5.6,0.20701416938432615
XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,9.1,0.20701416938432615
XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,9.1,0.20701416938432615
PSP,2009,Racing,THQ,0.18,0.03,0.0,0.03,0.23,7.4,0.20701416938432615
XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,5.8,0.20701416938432615
DS,2010,Shooter,Activision,0.21,0.01,0.0,0.02,0.23,7.4,0.20701416938432615
DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,7.9,0.20701416938432615
DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,6.0,0.20701416938432615
X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,6.2,0.20701416938432615
DC,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
DS,2008,Misc,Activision,0.22,0.0,0.0,0.02,0.23,7.1,0.20701416938432615
PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23,7.4,0.20701416938432615
DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,7.5,0.20701416938432615
DS,2009,Puzzle,Ubisoft,0.0,0.23,0.0,0.0,0.23,7.5,0.20701416938432615
XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,8.8,0.20701416938432615
PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,9.1,0.20701416938432615
XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,7.4,0.20701416938432615
PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,7.5,0.20701416938432615
PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23,8.0,0.20701416938432615
PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,7.5,0.20701416938432615
PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,3.4,0.20701416938432615
PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,7.2,0.20701416938432615
X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,7.1,0.20701416938432615
DS,2011,Misc,Rising Star Games,0.13,0.07,0.0,0.02,0.23,7.1,0.20701416938432615
PS2,2006,Sports,Sega,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,6.5,0.20701416938432615
PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,7.8,0.20701416938432615
DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,7.5,0.20701416938432615
N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,7.4,0.20701416938432615
GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,7.8,0.20701416938432615
GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,8.7,0.20701416938432615
X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,6.2,0.20701416938432615
PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,7.0,0.20701416938432615
GB,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,7.5,0.20701416938432615
X360,2012,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,6.4,0.20701416938432615
XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,8.0,0.20701416938432615
PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,7.4,0.20701416938432615
X360,2014,Action,Activision,0.1,0.11,0.0,0.02,0.23,7.4,0.20701416938432615
PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,7.8,0.20701416938432615
SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.0,0.23,7.6,0.20701416938432615
PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.23,7.1,0.20701416938432615
SAT,1996,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,7.8,0.20701416938432615
GC,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.23,7.7,0.20701416938432615
DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
Wii,2007,Sports,Activision,0.21,0.0,0.0,0.02,0.23,6.2,0.20701416938432615
Wii,2007,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,7.2,0.20701416938432615
PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,7.4,0.20701416938432615
Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,7.8,0.20701416938432615
PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,7.4,0.20701416938432615
PS3,2009,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
X360,2011,Action,THQ,0.2,0.02,0.0,0.02,0.23,7.4,0.20701416938432615
GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,7.1,0.20701416938432615
PS2,2007,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23,8.8,0.20701416938432615
WiiU,2013,Misc,Nintendo,0.05,0.06,0.12,0.01,0.23,7.1,0.20701416938432615
PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,7.5,0.20701416938432615
Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,5.1,0.20701416938432615
DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.23,7.5,0.20701416938432615
DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.23,7.6,0.20701416938432615
Wii,2009,Sports,Codemasters,0.0,0.22,0.0,0.01,0.23,7.4,0.20701416938432615
GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,7.4,0.20701416938432615
PS3,2008,Action,Activision,0.12,0.08,0.0,0.03,0.23,6.8,0.20701416938432615
NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23,7.6,0.20701416938432615
Wii,2010,Adventure,THQ,0.15,0.06,0.0,0.02,0.23,7.6,0.20701416938432615
PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,7.4,0.20701416938432615
X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,8.6,0.20701416938432615
PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,5.0,0.20701416938432615
PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,7.4,0.20701416938432615
Wii,2008,Misc,MTV Games,0.2,0.01,0.0,0.02,0.23,7.1,0.20701416938432615
3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23,7.1,0.20701416938432615
XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,7.7,0.20701416938432615
PS3,2012,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,5.2,0.20701416938432615
X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,5.7,0.20701416938432615
PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,5.8,0.20701416938432615
GBA,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,7.7,0.20701416938432615
PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.03,0.23,7.6,0.20701416938432615
WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,5.6,0.20701416938432615
PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.6,0.20701416938432615
GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,7.5,0.20701416938432615
PS2,2003,Sports,Sega,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
PS3,2009,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
PS2,2007,Misc,Activision,0.11,0.09,0.0,0.03,0.23,7.1,0.20701416938432615
PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,5.2,0.20701416938432615
PC,2015,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,6.9,0.20701416938432615
PSP,2005,Puzzle,Namco Bandai Games,0.13,0.01,0.08,0.0,0.23,7.5,0.20701416938432615
DS,2008,Simulation,Atari,0.2,0.01,0.0,0.02,0.23,7.5,0.20701416938432615
PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,8.3,0.20701416938432615
PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.6,0.20701416938432615
PS,1997,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,7.4,0.20701416938432615
GBA,2007,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,7.6,0.20701416938432615
PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.6,0.20701416938432615
DS,2008,Sports,Sega,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,6.3,0.20701416938432615
GBA,2004,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,7.8,0.20701416938432615
Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23,6.8,0.20701416938432615
Wii,2008,Misc,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,5.5,0.20701416938432615
SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,7.8,0.20701416938432615
XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,8.2,0.20701416938432615
Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,7.6,0.20701416938432615
PSP,2011,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,6.5,0.20701416938432615
PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,7.6,0.20701416938432615
Wii,2008,Misc,MTV Games,0.17,0.04,0.0,0.02,0.23,7.1,0.20701416938432615
DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,7.8,0.20701416938432615
DS,2007,Racing,Activision,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,7.6,0.20701416938432615
PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,7.1,0.20701416938432615
3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,7.4,0.20701416938432615
PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,9.0,0.20701416938432615
PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
Wii,2007,Fighting,Midway Games,0.19,0.02,0.0,0.02,0.23,8.4,0.20701416938432615
WiiU,2012,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,6.7,0.20701416938432615
PS2,2008,Action,THQ,0.11,0.09,0.0,0.03,0.23,8.4,0.20701416938432615
SNES,1991,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,7.4,0.20701416938432615
PS,1998,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,7.4,0.20701416938432615
PS,1999,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,7.8,0.20701416938432615
PS4,2015,Action,Activision,0.1,0.09,0.0,0.04,0.23,7.5,0.20701416938432615
3DS,2011,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,3.4,0.20701416938432615
PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,6.2,0.20701416938432615
PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,8.5,0.20701416938432615
GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,8.0,0.20701416938432615
PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,7.4,0.20701416938432615
PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.8,0.20701416938432615
DS,2008,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,7.5,0.20701416938432615
PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,8.1,0.20701416938432615
PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,7.6,0.20701416938432615
PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,8.2,0.20701416938432615
XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,7.1,0.20701416938432615
PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,8.6,0.20701416938432615
XOne,2015,Role-Playing,Namco Bandai Games,0.14,0.07,0.0,0.02,0.23,7.8,0.20701416938432615
Wii,2010,Adventure,Namco Bandai Games,0.15,0.06,0.0,0.02,0.23,7.6,0.20701416938432615
PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,7.8,0.20701416938432615
PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,8.1,0.20701416938432615
PSP,2008,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
Wii,2007,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,7.4,0.20701416938432615
PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.02,0.23,7.9,0.20701416938432615
PSP,2009,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.02,0.23,8.5,0.20701416938432615
PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,7.4,0.20701416938432615
PSV,2012,Action,Tecmo Koei,0.1,0.05,0.04,0.03,0.23,7.4,0.20701416938432615
PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,7.8,0.20701416938432615
DS,2007,Sports,Activision,0.2,0.01,0.0,0.02,0.23,6.7,0.20701416938432615
PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,4.3,0.20701416938432615
Wii,2010,Sports,XS Games,0.21,0.0,0.0,0.01,0.23,7.4,0.20701416938432615
X360,2008,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,4.9,0.20701416938432615
PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,7.1,0.20701416938432615
PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,5.4,0.20701416938432615
Wii,2010,Sports,Hudson Soft,0.14,0.07,0.0,0.02,0.23,7.4,0.20701416938432615
GB,1996,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,7.5,0.20701416938432615
PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.02,0.23,8.2,0.20701416938432615
PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.02,0.23,7.3,0.20701416938432615
PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,5.9,0.20701416938432615
PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23,7.6,0.20701416938432615
Wii,2007,Sports,THQ,0.09,0.11,0.0,0.02,0.23,7.4,0.20701416938432615
DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.8,0.20701416938432615
PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,7.4,0.20701416938432615
PS,1997,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,7.7,0.20701416938432615
DS,2008,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,6.7,0.20701416938432615
X360,2015,Misc,Activision,0.13,0.08,0.0,0.02,0.23,5.5,0.20701416938432615
PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23,9.2,0.20701416938432615
X360,2010,Sports,Sega,0.08,0.12,0.0,0.02,0.23,7.4,0.20701416938432615
PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,7.8,0.20701416938432615
PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,7.9,0.20701416938432615
X360,2014,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,4.1,0.20701416938432615
DS,2010,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.22,7.1,0.1988508587451652
PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,7.0,0.1988508587451652
3DS,2016,Action,GungHo,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PS3,2011,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PS2,2008,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,7.6,0.1988508587451652
PSV,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0.0,0.05,0.22,7.6,0.1988508587451652
GC,2004,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,7.6,0.1988508587451652
PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.8,0.1988508587451652
PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22,8.4,0.1988508587451652
GBA,2001,Misc,Takara,0.16,0.06,0.0,0.0,0.22,7.1,0.1988508587451652
Wii,2007,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.22,7.4,0.1988508587451652
N64,1997,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.1,0.1988508587451652
Wii,2010,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.22,7.4,0.1988508587451652
GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,7.1,0.1988508587451652
2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,7.4,0.1988508587451652
2600,1982,Action,Bomb,0.21,0.01,0.0,0.0,0.22,7.4,0.1988508587451652
2600,1981,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,7.4,0.1988508587451652
PSP,2007,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
Wii,2013,Misc,Majesco Entertainment,0.11,0.1,0.0,0.02,0.22,7.1,0.1988508587451652
PSP,2011,Action,Level 5,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,7.8,0.1988508587451652
Wii,2009,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.22,7.1,0.1988508587451652
XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,7.3,0.1988508587451652
3DS,2013,Action,Sega,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
PS2,2002,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,7.0,0.1988508587451652
PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,7.4,0.1988508587451652
PS2,2005,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22,7.1,0.1988508587451652
PS2,2010,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22,7.7,0.1988508587451652
PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,8.5,0.1988508587451652
Wii,2012,Misc,Nordic Games,0.05,0.15,0.0,0.02,0.22,7.1,0.1988508587451652
Wii,2010,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,5.4,0.1988508587451652
GC,2002,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,9.2,0.1988508587451652
PS2,2008,Racing,Capcom,0.01,0.0,0.0,0.21,0.22,7.4,0.1988508587451652
PS3,2011,Action,Capcom,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,8.8,0.1988508587451652
DS,2010,Adventure,Nintendo,0.0,0.11,0.09,0.02,0.22,7.6,0.1988508587451652
PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.03,0.22,5.6,0.1988508587451652
DS,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,7.5,0.1988508587451652
PS2,2005,Racing,Global Star,0.11,0.09,0.0,0.03,0.22,8.0,0.1988508587451652
WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0.0,0.02,0.22,7.8,0.1988508587451652
PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,7.4,0.1988508587451652
GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,9.0,0.1988508587451652
GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,7.8,0.1988508587451652
GBA,2005,Action,THQ,0.16,0.06,0.0,0.0,0.22,8.8,0.1988508587451652
DS,2009,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22,7.7,0.1988508587451652
PSV,2014,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02,0.22,8.4,0.1988508587451652
2600,1981,Action,Atari,0.21,0.01,0.0,0.0,0.22,7.4,0.1988508587451652
Wii,2011,Racing,Activision,0.21,0.0,0.0,0.01,0.22,3.1,0.1988508587451652
SNES,1992,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22,7.7,0.1988508587451652
DS,2008,Simulation,505 Games,0.2,0.0,0.0,0.01,0.22,7.5,0.1988508587451652
PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.22,7.2,0.1988508587451652
PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,7.5,0.1988508587451652
PS4,2015,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.22,7.0,0.1988508587451652
PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,7.4,0.1988508587451652
3DS,2012,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.22,6.1,0.1988508587451652
PSP,2008,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.22,7.8,0.1988508587451652
PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,8.0,0.1988508587451652
Wii,2008,Fighting,Electronic Arts,0.19,0.01,0.0,0.02,0.22,5.6,0.1988508587451652
PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,6.3,0.1988508587451652
PS2,2003,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7.4,0.1988508587451652
